Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,Artist,Title,Country
19,=,RAF Camora - Liebe Grüsse (w/ Ski Aggu),105,1,(x17),"20,591","+2,602","126,841","-2,062","2,861,943",RAF Camora,Liebe Grüsse (w/ Ski Aggu),Austria
20,NEW,Luciano - DTMS,1,20,,"20,321",,"20,321","+20,321","20,321",Luciano,DTMS,Austria
21,-4,21 Savage - redrum,29,10,,"19,436",+999,"116,717",+996,"501,768",21 Savage,redrum,Austria
22,-2,"Dimitri Vegas & Like Mike - Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",43,20,,"19,352","+1,540","115,159","+1,561","478,465",Dimitri Vegas & Like Mike,"Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",Austria
23,-8,Teddy Swims - Lose Control,39,13,,"19,219",+168,"126,671",-540,"524,568",Teddy Swims,Lose Control,Austria
24,-1,YG Marley - Praise Jah In The Moonlight,16,23,,"18,964","+1,894","104,864","+8,137","179,595",YG Marley,Praise Jah In The Moonlight,Austria
25,-7,Travis Scott - FE!N,195,1,(x1),"18,904",+775,"115,503","+1,499","2,338,437",Travis Scott,FE!N,Austria
26,-5,Vance Joy - Riptide,1320,11,,"18,707","+1,046","125,648",-937,"9,754,629",Vance Joy,Riptide,Austria
27,-14,"Safraoui - MONTENEGRO (w/ HoodBlaq, RAF Camora)",8,5,,"18,690","-1,470","155,380","-9,880","183,950",Safraoui,"MONTENEGRO (w/ HoodBlaq, RAF Camora)",Austria
28,-4,Miley Cyrus - Flowers,391,1,(x75),"18,169","+1,242","101,906","+6,686","9,795,266",Miley Cyrus,Flowers,Austria
29,-2,YAKARY - sonnenbank.mp3,77,7,,"17,928","+1,741","114,590","-1,945","1,350,527",YAKARY,sonnenbank.mp3,Austria
30,+1,Amaru - Blonde Chaya - Sped Up (w/ Gringo Bamba),127,2,(x3),"17,249","+2,267","106,777","-1,085","2,847,706",Amaru,Blonde Chaya - Sped Up (w/ Gringo Bamba),Austria
1,=,Lida - ЧСВ (w/ СЕРЕГА ПИРАТ),8,1,(x4),"19,123","+2,157","108,207","+5,729","121,601",Lida,ЧСВ (w/ СЕРЕГА ПИРАТ),Belarus
2,=,Ицык Цыпер - Дымок (w/ Игорь Цыба),50,1,(x19),"15,910","+1,444","101,806",+412,"573,223",Ицык Цыпер,Дымок (w/ Игорь Цыба),Belarus
3,=,"uniqe - Кисти (w/ nkeeei, ARTEM SHILOVETS)",25,3,(x3),"12,849","+1,171","73,056","+4,578","147,123",uniqe,"Кисти (w/ nkeeei, ARTEM SHILOVETS)",Belarus
4,=,5mewmet - Разноцветные таблетки,35,3,(x2),"10,093",+769,"62,746",+765,"240,111",5mewmet,Разноцветные таблетки,Belarus
5,+23,White Queen - Дорога домой,7,1,(x1),"9,310","+4,136","65,245","-2,450","77,005",White Queen,Дорога домой,Belarus
6,NEW,unki - BALLOUT,1,6,,"9,235",,"9,235","+9,235","9,235",unki,BALLOUT,Belarus
7,-2,Три дня дождя - Прощание (w/ MONA),112,1,(x44),"8,460",+196,"58,374","-1,141","1,562,261",Три дня дождя,Прощание (w/ MONA),Belarus
8,-1,FRIENDLY THUG 52 NGG - Lost Angeles,99,3,(x3),"8,195",+445,"52,688",-382,"831,349",FRIENDLY THUG 52 NGG,Lost Angeles,Belarus
9,=,Кишлак - Самый лучший день,472,9,,"7,911",+683,"49,409",+734,"2,024,549",Кишлак,Самый лучший день,Belarus
10,-2,DEAD BLONDE - Снег растаял на плечах,29,6,,"7,738",+477,"49,894",+111,"188,023",DEAD BLONDE,Снег растаял на плечах,Belarus
11,-5,V - Love Me Again,183,2,(x2),"7,698",-156,"55,016",-324,"941,377",V,Love Me Again,Belarus
12,-2,unki - Дерьмо,37,10,,"7,692",+909,"45,943","+1,049","165,221",unki,Дерьмо,Belarus
13,-1,ANNA ASTI - Царица,211,1,(x21),"7,122",+858,"46,380",-633,"2,023,843",ANNA ASTI,Царица,Belarus
14,-3,shadowraze - Холод,170,1,(x16),"6,928",+288,"43,304",+632,"1,418,230",shadowraze,Холод,Belarus
15,+5,LIL GNEEFF - Нефертити,3,15,,"6,895","+1,381","15,422","+6,895","15,422",LIL GNEEFF,Нефертити,Belarus
16,-2,KRBK - Крепче,278,12,,"6,521",+462,"41,623",-33,"1,063,835",KRBK,Крепче,Belarus
17,-1,Кишлак - Эй,543,11,,"6,289",+388,"40,444",+547,"1,990,275",Кишлак,Эй,Belarus
18,-5,Toxi$ - HURTZ,92,2,(x9),"6,246",+98,"42,804",-804,"842,677",Toxi$,HURTZ,Belarus
19,-4,Skryptonite - Это любовь,720,5,,"6,207",+163,"44,185",-929,"3,445,293",Skryptonite,Это любовь,Belarus
20,-3,Moya Mishel - Зима в сердце,133,1,(x12),"6,188",+319,"43,101","-1,019","1,399,658",Moya Mishel,Зима в сердце,Belarus
21,+4,FORTUNA 812 - TryToFriend,52,9,,"6,063",+784,"34,346","+1,264","312,772",FORTUNA 812,TryToFriend,Belarus
22,-1,Кишлак - Я уёбываю в джаз,714,4,,"6,041",+618,"40,406",-98,"3,382,756",Кишлак,Я уёбываю в джаз,Belarus
23,-4,"uniqe - АФТЕРПАТИ (w/ nkeeei, ARTEM SHILOVETS, xxxmanera)",162,2,(x5),"6,023",+451,"37,411",+394,"1,120,033",uniqe,"АФТЕРПАТИ (w/ nkeeei, ARTEM SHILOVETS, xxxmanera)",Belarus
24,-2,FACE - Антидепрессант,710,8,,"5,974",+566,"39,740",-110,"2,762,494",FACE,Антидепрессант,Belarus
25,+2,Toxi$ - CRANKI,219,3,(x2),"5,948",+742,"36,622",+629,"1,222,726",Toxi$,CRANKI,Belarus
26,=,zhanulka - портреты - Acoustic,370,11,,"5,785",+534,"34,500","+1,233","1,450,915",zhanulka,портреты - Acoustic,Belarus
27,-3,Scally Milano - Дай Мне Шанс (w/ uglystephan),290,5,,"5,753",+396,"35,629",+665,"1,717,261",Scally Milano,Дай Мне Шанс (w/ uglystephan),Belarus
28,-5,Max Korzh - Жить в кайф,536,11,,"5,741",+358,"35,551",+355,"1,863,821",Max Korzh,Жить в кайф,Belarus
29,+1,Grebz - Юрфак,11,26,,"5,596",+564,"32,463","+2,198","43,252",Grebz,Юрфак,Belarus
30,-12,Женя Трофимов - Поезда (w/ Комната культуры),27,6,,"5,535",-40,"38,158",-875,"158,204",Женя Трофимов,Поезда (w/ Комната культуры),Belarus
1,=,Pierre Garnier - Ceux qu'on était (w/ Star Academy),3,1,(x3),"100,838","+2,822","325,800","+100,838","325,800",Pierre Garnier,Ceux qu'on était (w/ Star Academy),Belgium
2,=,"cassö - Prada (w/ RAYE, D-Block Europe)",182,1,(x60),"64,665","+7,292","411,492",+148,"10,362,625",cassö,"Prada (w/ RAYE, D-Block Europe)",Belgium
3,+3,Benson Boone - Beautiful Things,22,3,(x2),"57,055","+12,698","320,393","+15,645","727,614",Benson Boone,Beautiful Things,Belgium
4,-1,Tate McRae - greedy,148,1,(x1),"55,575","+2,041","383,462","-3,133","8,008,764",Tate McRae,greedy,Belgium
5,=,Teddy Swims - Lose Control,140,4,,"55,402","+4,902","360,695",-207,"4,457,750",Teddy Swims,Lose Control,Belgium
6,-2,Noah Kahan - Stick Season,96,2,(x11),"54,431","+3,614","369,830","-4,122","3,352,671",Noah Kahan,Stick Season,Belgium
7,=,Dua Lipa - Houdini,92,6,,"46,322","+4,622","300,572",+294,"3,351,853",Dua Lipa,Houdini,Belgium
8,=,Ofenbach - Overdrive (w/ Norma Jean Martine),106,7,,"44,783","+4,367","286,662",+570,"3,279,599",Ofenbach,Overdrive (w/ Norma Jean Martine),Belgium
9,NEW,Booba - Dolce Camara (w/ SDM),1,9,,"44,473",,"44,473","+44,473","44,473",Booba,Dolce Camara (w/ SDM),Belgium
10,+2,BENNETT - Vois sur ton chemin - Techno Mix,189,3,(x7),"44,001","+6,442","271,566",+307,"7,578,773",BENNETT,Vois sur ton chemin - Techno Mix,Belgium
11,-2,Kenya Grace - Strangers,162,1,(x8),"43,512","+3,615","284,534","-1,360","7,925,944",Kenya Grace,Strangers,Belgium
12,-2,Sophie Ellis-Bextor - Murder On The Dancefloor,37,5,,"43,469","+3,802","296,068","-5,655","1,264,992",Sophie Ellis,Bextor - Murder On The Dancefloor,Belgium
13,-2,iñigo quintero - Si No Estás,137,1,(x43),"42,121","+3,857","272,281",-532,"7,764,879",iñigo quintero,Si No Estás,Belgium
14,-1,"Jungeli - Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",174,4,,"39,302","+5,885","240,554",+660,"5,018,974",Jungeli,"Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",Belgium
15,-1,"Dimitri Vegas & Like Mike - Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",54,12,,"37,018","+4,136","232,585","+1,724","1,053,948",Dimitri Vegas & Like Mike,"Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",Belgium
16,=,David Guetta - When We Were Young (The Logical Song) (w/ Kim Petras),73,14,,"35,483","+4,629","224,865","+1,056","1,579,224",David Guetta,When We Were Young (The Logical Song) (w/ Kim Petras),Belgium
17,=,YG Marley - Praise Jah In The Moonlight,17,17,,"32,929","+2,475","205,418","+10,250","357,342",YG Marley,Praise Jah In The Moonlight,Belgium
18,+4,Miley Cyrus - Flowers,393,1,(x92),"32,535","+4,375","182,673","+9,445","18,640,870",Miley Cyrus,Flowers,Belgium
19,-4,David Kushner - Daylight,300,1,(x80),"31,867",+348,"223,958","-1,340","14,406,483",David Kushner,Daylight,Belgium
20,=,Natasha Bedingfield - Unwritten,29,20,,"31,815","+2,220","204,257","+3,982","549,448",Natasha Bedingfield,Unwritten,Belgium
21,-3,Tom Odell - Another Love,1351,3,(x3),"31,614","+1,419","221,836","-2,057","28,465,209",Tom Odell,Another Love,Belgium
22,-3,Jack Harlow - Lovin On Me,92,11,,"31,384","+1,456","211,506","-2,596","2,450,663",Jack Harlow,Lovin On Me,Belgium
23,-2,"Ariana Grande - yes, and?",29,2,(x1),"30,635","+1,647","211,957","-3,460","1,116,317",Ariana Grande,"yes, and?",Belgium
24,-1,Taylor Swift - Cruel Summer,241,16,,"29,625","+2,452","196,056","+1,128","5,239,669",Taylor Swift,Cruel Summer,Belgium
25,+1,Soolking - Casanova (w/ Gazo),218,7,,"29,082","+3,609","181,191",+9,"6,476,191",Soolking,Casanova (w/ Gazo),Belgium
26,-1,Vance Joy - Riptide,2246,14,,"28,478","+2,618","194,591",-731,"19,255,031",Vance Joy,Riptide,Belgium
27,-3,Tyla - Water,151,8,,"28,372","+1,972","185,757",-500,"4,104,997",Tyla,Water,Belgium
28,+60,Booba - 6G,8,28,,"27,576","+13,727","111,132","+5,857","132,851",Booba,6G,Belgium
29,+1,Dadju - I love you (w/ Tayc),62,27,,"27,451","+2,881","165,066","+5,619","1,198,082",Dadju,I love you (w/ Tayc),Belgium
30,-3,Kygo - Whatever (w/ Ava Max),22,25,,"27,347","+1,955","177,544",+887,"450,826",Kygo,Whatever (w/ Ava Max),Belgium
1,=,Feid - LUNA (w/ ATL Jacob),71,1,(x39),"49,385","-3,746","341,646",+598,"2,619,876",Feid,LUNA (w/ ATL Jacob),Bolivia
2,=,Xavi - La Diabla,57,2,(x32),"40,101","-1,349","284,689","-1,785","1,735,930",Xavi,La Diabla,Bolivia
3,=,"Mesita - Una Foto Remix (w/ Nicki Nicole, Tiago PZK, Emilia)",36,3,(x18),"37,946","-2,509","261,038","+1,057","1,072,750",Mesita,"Una Foto Remix (w/ Nicki Nicole, Tiago PZK, Emilia)",Bolivia
4,+1,Luck Ra - HOLA PERDIDA (w/ KHEA),36,4,,"34,848",+744,"217,972","+2,564","789,433",Luck Ra,HOLA PERDIDA (w/ KHEA),Bolivia
5,-1,Bad Bunny - PERRO NEGRO (w/ Feid),120,1,(x31),"34,611","-1,468","232,751",+543,"4,314,035",Bad Bunny,PERRO NEGRO (w/ Feid),Bolivia
6,=,Maluma - Según Quién (w/ Carin Leon),176,1,(x66),"30,935","-2,432","214,261",+752,"5,961,325",Maluma,Según Quién (w/ Carin Leon),Bolivia
7,+1,Myke Towers - LA FALDA,64,7,,"30,707",+567,"184,178","+7,164","756,564",Myke Towers,LA FALDA,Bolivia
8,-1,Peso Pluma - BELLAKEO (w/ Anitta),64,3,(x5),"29,350","-1,182","204,652",-890,"1,748,679",Peso Pluma,BELLAKEO (w/ Anitta),Bolivia
9,=,KAROL G - QLONA (w/ Peso Pluma),183,1,(x11),"28,275",-645,"184,729","+1,632","5,895,245",KAROL G,QLONA (w/ Peso Pluma),Bolivia
10,=,Oscar Ortiz - FIRST LOVE (w/ Edgardo Nuñez),19,8,,"27,729","-1,100","192,717",+360,"406,194",Oscar Ortiz,FIRST LOVE (w/ Edgardo Nuñez),Bolivia
11,=,Grupo Frontera - OJITOS ROJOS (w/ Ke Personajes),204,1,(x23),"26,347",+262,"181,205","+1,164","6,330,178",Grupo Frontera,OJITOS ROJOS (w/ Ke Personajes),Bolivia
12,=,Arcángel - ALV (w/ Grupo Frontera),85,1,(x3),"26,283",+210,"180,005",+847,"2,510,783",Arcángel,ALV (w/ Grupo Frontera),Bolivia
13,+3,"Big One - Un Finde | CROSSOVER #2 (w/ FMK, Ke Personajes)",311,1,(x10),"23,629",+608,"151,130","+2,045","10,092,783",Big One,"Un Finde | CROSSOVER #2 (w/ FMK, Ke Personajes)",Bolivia
14,-1,Luis Vega - Voy A Desaparecer (w/ JAVVI ELIAS),8,9,,"22,642","-1,524","178,995","+3,518","198,119",Luis Vega,Voy A Desaparecer (w/ JAVVI ELIAS),Bolivia
15,+4,Grupo Frontera - un x100to (w/ Bad Bunny),299,1,(x73),"22,367",+717,"138,982","+3,278","11,086,860",Grupo Frontera,un x100to (w/ Bad Bunny),Bolivia
16,+5,Los Ángeles Azules - El Amor De Mi Vida (w/ Maria Becerra),176,12,,"22,335","+1,558","141,685","+1,931","3,086,688",Los Ángeles Azules,El Amor De Mi Vida (w/ Maria Becerra),Bolivia
17,-2,"Bizarrap - Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",30,5,,"21,891","-1,163","166,693","-5,343","795,582",Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",Bolivia
18,-4,Quevedo - Columbia,218,3,(x20),"21,413","-1,855","153,893",-657,"5,951,216",Quevedo,Columbia,Bolivia
19,-2,Myke Towers - LALA,231,1,(x40),"20,800","-1,085","133,885","+2,115","7,131,446",Myke Towers,LALA,Bolivia
20,-2,Grupo Frontera - EL AMOR DE SU VIDA (w/ Grupo Firme),191,3,(x10),"20,561","-1,163","145,871",-710,"4,427,093",Grupo Frontera,EL AMOR DE SU VIDA (w/ Grupo Firme),Bolivia
21,+5,Plan B - Es un Secreto,859,12,,"20,295",+962,"130,926","+1,553","7,522,747",Plan B,Es un Secreto,Bolivia
22,=,KAROL G - MI EX TENÍA RAZÓN,183,6,,"20,204",-154,"126,407","+3,045","4,098,822",KAROL G,MI EX TENÍA RAZÓN,Bolivia
23,-3,Xavi - La Víctima,56,10,,"20,081","-1,379","148,416","-2,588","988,242",Xavi,La Víctima,Bolivia
24,+1,Luck Ra - La Morocha (w/ BM),117,23,,"19,975",+633,"121,736","+1,645","918,132",Luck Ra,La Morocha (w/ BM),Bolivia
25,-2,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",155,7,,"19,291","-1,004","132,822",-111,"2,582,999",Calle 24,"Que Onda (w/ Chino Pacas, Fuerza Regida)",Bolivia
26,-2,Fuerza Regida - HARLEY QUINN (w/ Marshmello),105,5,,"18,851",-779,"133,192",-574,"2,146,642",Fuerza Regida,HARLEY QUINN (w/ Marshmello),Bolivia
27,+1,Taiu - Rara Vez (w/ Milo j),363,2,(x1),"18,534",-125,"125,523",+803,"7,514,747",Taiu,Rara Vez (w/ Milo j),Bolivia
28,-1,Manuel Turizo - La Bachata,623,1,(x121),"18,504",-626,"123,126",+847,"15,445,945",Manuel Turizo,La Bachata,Bolivia
29,=,Tiago PZK - Piel (w/ Ke Personajes),8,29,,"18,422",+53,"112,942","+7,231","124,133",Tiago PZK,Piel (w/ Ke Personajes),Bolivia
30,=,KAROL G - AMARGURA,289,16,,"17,973",-188,"117,529","+1,026","4,571,557",KAROL G,AMARGURA,Bolivia
1,+1,Ivete Sangalo - Macetando (w/ LUDMILLA),38,1,(x1),"1,622,336","+608,635","7,140,109","+730,749","19,925,903",Ivete Sangalo,Macetando (w/ LUDMILLA),Brazil
2,+4,Parangolé - Perna Bamba (w/ Leo Santana),16,2,(x1),"1,373,269","+478,790","5,831,128","+716,239","8,931,144",Parangolé,Perna Bamba (w/ Leo Santana),Brazil
3,-2,PEDRO SAMPAIO - POCPOC,72,1,(x5),"1,351,453","+246,535","7,506,856","+288,030","51,862,418",PEDRO SAMPAIO,POCPOC,Brazil
4,+1,"TR - Baby Eu Tava na Rua da Água (w/ Mc Menor RV, Tropa da W&S)",25,4,,"1,144,792","+230,260","6,287,468","+259,373","13,672,350",TR,"Baby Eu Tava na Rua da Água (w/ Mc Menor RV, Tropa da W&S)",Brazil
5,-1,"AgroPlay - Dia de Fluxo (w/ Ana Castela, LUDMILLA)",51,4,,"1,142,656","+226,244","6,331,027","+242,916","27,187,570",AgroPlay,"Dia de Fluxo (w/ Ana Castela, LUDMILLA)",Brazil
6,-3,"MC PH - Let's Go 4 (w/ MC Ryan SP, Mc Luki, Mc Davi, Mc Don Juan, Mc Kadu, MC GH do 7, MC GP, TrapLaudo, Dj GBR, Mc IG)",150,1,(x93),"1,095,482","+134,502","6,911,834","+36,039","188,752,480",MC PH,"Let's Go 4 (w/ MC Ryan SP, Mc Luki, Mc Davi, Mc Don Juan, Mc Kadu, MC GH do 7, MC GP, TrapLaudo, Dj GBR, Mc IG)",Brazil
7,+1,Lauana Prado - Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,68,1,(x13),"1,009,120","+218,914","6,138,363","+61,087","68,525,316",Lauana Prado,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Brazil
8,+2,Zé Neto & Cristiano - Barulho Do Foguete - Ao Vivo,228,2,(x2),"902,014","+149,046","5,745,963","+15,691","152,409,779",Zé Neto & Cristiano,Barulho Do Foguete - Ao Vivo,Brazil
9,-2,Luan Santana - DEJA VU (w/ Ana Castela),64,1,(x24),"835,895","-3,974","6,152,614","-209,652","76,776,628",Luan Santana,DEJA VU (w/ Ana Castela),Brazil
10,-1,"MC PH - Tenho Que Me Decidir (w/ Borges, WIU)",67,4,,"806,279","+40,652","5,257,639","-3,884","49,752,719",MC PH,"Tenho Que Me Decidir (w/ Borges, WIU)",Brazil
11,+4,"Mc Ws da leste - Tipo Hollywood (w/ Mc Cothie, Dj Chadin do C)",52,11,,"781,017","+146,554","4,527,818","+107,863","20,982,184",Mc Ws da leste,"Tipo Hollywood (w/ Mc Cothie, Dj Chadin do C)",Brazil
12,=,Luísa Sonza - recadin no espelho (w/ MC Kevin o Chris),3,10,,"760,485","+119,388","2,143,837","+760,485","2,143,837",Luísa Sonza,recadin no espelho (w/ MC Kevin o Chris),Brazil
13,=,Manu - Daqui pra Sempre (w/ Simone Mendes),137,2,(x2),"756,553","+120,640","4,636,377","+62,526","107,119,509",Manu,Daqui pra Sempre (w/ Simone Mendes),Brazil
14,-3,"Borges - Loucura (w/ MC Cabelinho, Veigh, RUXN, Palma, Kizzy)",59,8,,"737,486","+21,390","4,775,843","-3,813","34,104,164",Borges,"Loucura (w/ MC Cabelinho, Veigh, RUXN, Palma, Kizzy)",Brazil
15,+2,Hits Forró - Tem Café,53,15,,"736,296","+155,149","4,236,876","+133,954","23,028,333",Hits Forró,Tem Café,Brazil
16,=,Murilo Huff - Anestesiado - Ao Vivo,85,9,,"723,877","+118,232","4,491,822","+29,865","43,090,901",Murilo Huff,Anestesiado - Ao Vivo,Brazil
17,+9,Matheus & Kauan - Não Recomendo - Ao Vivo,71,14,,"720,981","+180,632","4,027,881","+127,225","34,098,807",Matheus & Kauan,Não Recomendo - Ao Vivo,Brazil
18,-4,Ana Castela - Fronteira - Ao Vivo (w/ Gustavo Mioto),85,5,,"716,913","+81,401","4,677,700","-8,904","55,972,949",Ana Castela,Fronteira - Ao Vivo (w/ Gustavo Mioto),Brazil
19,+10,Gusttavo Lima - Canudinho - Ao Vivo (w/ Ana Castela),162,1,(x4),"703,422","+181,568","4,471,895","+76,042","144,734,214",Gusttavo Lima,Canudinho - Ao Vivo (w/ Ana Castela),Brazil
20,+4,"Anitta - Joga Pra Lua (w/ PEDRO SAMPAIO, DENNIS)",57,20,,"685,707","+141,387","3,759,066","+172,567","24,277,990",Anitta,"Joga Pra Lua (w/ PEDRO SAMPAIO, DENNIS)",Brazil
21,+25,Clayton & Romário - Morena - Ao Vivo,15,21,,"685,575","+307,979","3,027,427","+323,071","5,605,184",Clayton & Romário,Morena - Ao Vivo,Brazil
22,-3,Leo Santana - Cama Repetida (w/ Zé Felipe),85,18,,"682,375","+129,375","3,911,259","+127,333","41,366,301",Leo Santana,Cama Repetida (w/ Zé Felipe),Brazil
23,-5,Hugo & Guilherme - Vazou Na Braquiara - Ao Vivo,22,13,,"679,728","+116,517","4,306,210","-6,484","11,392,541",Hugo & Guilherme,Vazou Na Braquiara - Ao Vivo,Brazil
24,-1,Grupo Menos É Mais - Lapada Dela - Ao Vivo (w/ Matheus Fernandes),350,3,(x3),"678,354","+133,835","4,036,085","+79,264","237,799,744",Grupo Menos É Mais,Lapada Dela - Ao Vivo (w/ Matheus Fernandes),Brazil
25,-3,AgroPlay - Silverado (AgroPlay Verão) (w/ Luan Pereira),22,22,,"676,473","+128,206","3,883,553","+120,142","8,548,082",AgroPlay,Silverado (AgroPlay Verão) (w/ Luan Pereira),Brazil
26,-5,"Tropa do Bruxo - Baile do Bruxo (w/ DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis)",123,1,(x1),"658,862","+109,139","3,935,115","+51,564","103,519,009",Tropa do Bruxo,"Baile do Bruxo (w/ DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis)",Brazil
27,=,Marshmello - Sou Musa do Verão (w/ Luísa Sonza),99,6,,"634,561","+95,119","3,391,954","+154,300","48,714,702",Marshmello,Sou Musa do Verão (w/ Luísa Sonza),Brazil
28,-3,"DJ WN - Ritmista 1.0 (w/ MC Hariel, MC Ryan SP, Love Funk, MC Paulin da Capital, Mc Lipi, MC Vinny, Gabb MC, Mc Kadu, Mc Daniel, MC GH do 7, NOG)",39,21,,"628,298","+84,666","3,777,355","+61,931","14,056,631",DJ WN,"Ritmista 1.0 (w/ MC Hariel, MC Ryan SP, Love Funk, MC Paulin da Capital, Mc Lipi, MC Vinny, Gabb MC, Mc Kadu, Mc Daniel, MC GH do 7, NOG)",Brazil
29,+2,"Luan Pereira - DENTRO DA HILUX (w/ MC Ryan SP, Mc Daniel)",169,1,(x2),"613,545","+124,620","3,669,792","+48,463","128,480,576",Luan Pereira,"DENTRO DA HILUX (w/ MC Ryan SP, Mc Daniel)",Brazil
30,-2,Ana Castela - Tô Voltando - (Boiadeira Internacional),169,13,,"612,725","+82,867","3,836,154","-5,068","91,934,040",Ana Castela,Tô Voltando - (Boiadeira Internacional),Brazil
1,=,Galin - ТАКА ТАКА,49,1,(x34),"15,047","-7,979","109,706","-2,870","663,795",Galin,ТАКА ТАКА,Bulgaria
2,=,MBT - Tishinata im,38,1,(x3),"12,247",+822,"71,928",+648,"385,905",MBT,Tishinata im,Bulgaria
3,=,Tedi Aleksandrova - Centrofuga (w/ Don Mario),41,3,(x12),"10,109",-723,"66,919",-343,"274,189",Tedi Aleksandrova,Centrofuga (w/ Don Mario),Bulgaria
4,+1,Djordan - К'ъв съм як,195,1,(x123),"9,607","+1,079","55,840","+1,147","2,344,453",Djordan,К'ъв съм як,Bulgaria
5,-1,21 Savage - redrum,29,3,(x2),"8,948",-56,"55,110","+1,063","231,602",21 Savage,redrum,Bulgaria
6,+1,Emilia - Прощавам ти,52,4,,"8,516",+992,"55,035",-580,"341,230",Emilia,Прощавам ти,Bulgaria
7,-1,MBT - Mrusni & Tumni,38,2,(x1),"8,457",+452,"51,807",-68,"322,878",MBT,Mrusni & Tumni,Bulgaria
